price,date,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type
1250000,2018-09-08,01:40:16,55.013916,83.00329,9654,1,1,10,1,39.0,5.0,11
3600000,2018-09-08,01:40:18,55.040224,82.972352,9654,1,5,5,3,60.0,6.0,1
1600000,2018-09-08,01:40:20,54.943893,82.96749,9654,1,6,18,2,56.14,7.0,11
1301000,2018-09-08,01:40:21,55.0303931,83.0155452,9654,1,6,10,1,48.94,14.0,11
1450000,2018-09-08,01:40:22,55.013916,83.00329,9654,1,3,10,1,41.36,10.88,11
1948000,2018-09-08,01:40:22,55.013916,83.00329,9654,1,2,10,3,87.39,13.0,11
1168920,2018-09-08,01:40:23,54.9471407,82.9585961,9654,1,6,10,1,32.47,5.0,1
1390000,2018-09-08,01:40:25,54.941999,82.96301,9654,1,6,10,1,48.02,14.0,11
2063000,2018-09-08,01:40:26,54.973217,82.85691,9654,1,2,10,2,40.3,11.0,1
4200000,2018-09-08,01:40:28,55.029301,82.910342,9654,3,3,6,2,51.6,8.0,1
2150000,2018-09-08,01:40:31,54.946917,82.973008,9654,1,3,10,3,87.36,14.0,1
2050000,2018-09-08,01:40:33,55.029503,83.02361,9654,1,8,10,1,32.0,9.0,1
1320000,2018-09-08,01:40:34,54.945443,82.96857,9654,1,5,10,1,41.36,10.5,1
1948000,2018-09-08,01:40:35,55.013916,83.00329,9654,1,2,10,3,87.35,14.0,11
1700000,2018-09-08,01:40:35,54.94443,82.95908,9654,1,3,10,1,58.03,17.0,11
1458000,2018-09-08,01:40:36,54.950898,82.964348,9654,1,13,18,2,56.14,7.0,11
2009000,2018-09-08,01:40:36,54.9471407,82.9585961,9654,1,5,10,3,87.36,14.0,11
1780000,2018-09-08,01:40:39,54.9436459,82.9649398,9654,1,3,10,2,63.13,12.05,11
2150000,2018-09-08,01:40:40,55.017756,83.003578,9654,1,9,10,2,58.75,12.0,11
1950000,2018-09-08,01:40:41,55.0176723,83.003522,9654,1,1,10,3,59.0,8.0,11
1050000,2018-09-08,01:40:41,54.946224,82.968031,9654,1,3,10,1,33.58,5.0,1
1500000,2018-09-08,01:40:43,55.0303931,83.0155452,9654,1,8,10,2,63.85,16.59,11
1530000,2018-09-08,01:40:45,55.013916,83.00329,9654,1,4,10,1,41.36,10.9,11
1750000,2018-09-08,01:40:47,55.017212,83.00393,9654,1,9,10,1,48.9,21.0,11
2100000,2018-09-08,01:40:48,55.017756,83.003578,9654,1,10,10,2,65.0,12.0,11
1000000,2018-09-08,01:40:49,54.941999,82.96301,9654,1,3,10,1,33.58,5.0,11
2450000,2018-09-08,01:40:51,55.055676,82.9696,9654,1,3,5,2,44.0,6.0,1
1250000,2018-09-08,01:40:51,54.944957,82.96274,9654,1,1,10,1,33.0,5.0,11
2650000,2018-09-08,01:40:52,55.0432175,82.9193051,9654,1,3,5,2,44.0,6.0,1
1750000,2018-09-08,01:40:52,54.9436459,82.9649398,9654,1,7,10,2,63.13,12.05,11
1555000,2018-09-08,01:40:53,54.950898,82.964348,9654,1,13,18,2,56.14,7.0,11
1270000,2018-09-08,01:40:54,55.012935,83.0045233,9654,1,7,10,1,39.35,5.0,11
1457000,2018-09-08,01:40:55,55.0303931,83.0155452,9654,1,8,10,2,58.75,8.35,11
2250000,2018-09-08,01:40:55,55.0144633,83.0020738,9654,1,10,10,2,64.0,12.0,1
2150000,2018-09-08,01:40:56,55.017756,83.003578,9654,1,9,10,2,59.0,9.0,11
2250000,2018-09-08,01:40:57,55.0144633,83.0020738,9654,1,10,10,2,64.0,12.0,1
1800000,2018-09-08,01:40:58,55.030681,83.0150316,9654,1,3,10,1,43.39,10.57,1
4600000,2018-09-08,01:40:59,55.0604496,82.9208513,9654,3,10,17,2,57.2,10.6,1
3800000,2018-09-08,01:40:59,54.99097,82.91194,9654,3,4,5,3,56.0,5.5,1
1878000,2018-09-08,01:41:00,54.945236,82.961357,9654,1,7,10,3,87.39,13.0,11
906000,2018-09-08,01:41:00,55.0303931,83.0155452,9654,1,8,10,1,33.58,5.0,11
5319940,2018-09-08,01:41:00,60.0604537,30.2767876,2661,2,5,25,2,57.7,12.2,11
1300000,2018-09-08,01:41:02,55.017756,83.003578,9654,1,3,10,1,33.58,5.0,11
1392000,2018-09-08,01:41:03,55.013916,83.00329,9654,1,10,10,3,59.02,8.5,11
1560000,2018-09-08,01:41:04,55.029434,83.02724,9654,1,1,10,1,42.0,11.0,1
3750000,2018-09-08,01:41:05,55.055269,82.94013,9654,1,7,9,3,62.0,7.0,1
1200000,2018-09-08,01:41:09,54.9460168,82.9728021,9654,1,3,10,1,41.39,11.0,11
1250000,2018-09-08,01:41:12,54.9462196,82.9737747,9654,1,6,10,1,41.0,12.0,11
1148567,2018-09-08,01:41:17,55.0303931,83.0155452,9654,1,4,10,1,41.36,10.88,11
3600000,2018-09-08,01:41:18,55.04924,82.89022,9654,1,10,10,2,51.0,9.0,1
1400000,2018-09-08,01:41:20,54.944957,82.96274,9654,1,6,10,1,48.02,13.78,11
1800000,2018-09-08,01:41:24,55.0348973,83.0254319,9654,1,7,10,1,32.6,5.0,1
1162000,2018-09-08,01:41:26,55.0303931,83.0155452,9654,1,6,10,1,41.36,11.0,1
2050000,2018-09-08,01:41:30,55.0128402,83.0018862,9654,1,6,10,2,59.05,12.05,11
2100000,2018-09-08,01:41:46,55.0176723,83.003522,9654,1,5,10,3,59.02,8.51,1
4400000,2018-09-08,01:41:48,55.04385,82.987206,9654,0,15,17,2,71.0,15.0,11
1270000,2018-09-08,01:41:49,54.9462196,82.9737747,9654,1,5,18,1,41.39,11.0,11
1532400,2018-09-08,01:41:49,55.0303931,83.0155452,9654,1,9,10,2,63.85,21.0,11
940000,2018-09-08,01:41:53,55.0303931,83.0155452,9654,1,4,10,1,33.58,5.0,11
2150000,2018-09-08,01:41:57,55.0169091,83.0067324,9654,1,17,18,2,57.0,7.0,1
1320000,2018-09-08,01:41:58,55.0348973,83.0254319,9654,1,1,10,1,32.7,5.0,1
1350000,2018-09-08,01:42:02,54.944957,82.96274,9654,1,3,10,1,48.02,14.0,1
1700000,2018-09-08,01:42:03,54.944993,82.962031,9654,1,8,10,2,63.13,12.0,11
3900000,2018-09-08,01:42:07,55.0408308,82.9309294,9654,1,4,5,3,62.2,6.0,1
889000,2018-09-08,01:42:10,55.0303931,83.0155452,9654,1,1,10,1,33.58,5.0,11
995000,2018-09-08,01:42:12,55.0303931,83.0155452,9654,1,6,10,1,39.02,7.0,1
1141536,2018-09-08,01:42:13,55.0139939,83.0033194,9654,1,10,10,2,41.36,11.0,11
1970000,2018-09-08,01:42:13,55.0128684,82.9999987,9654,1,6,10,2,59.0,17.0,11
950000,2018-09-08,01:42:15,54.947786,82.970996,9654,1,8,10,1,33.58,5.0,11
1948970,2018-09-08,01:42:16,55.0303931,83.0155452,9654,1,8,10,3,87.39,13.0,11
1126000,2018-09-08,01:42:17,54.9471407,82.9585961,9654,1,1,10,1,39.02,2.7,1
1301804,2018-09-08,01:42:28,55.0303931,83.0155452,9654,1,7,10,1,48.94,13.78,11
2100000,2018-09-08,01:42:28,55.017756,83.003578,9654,1,1,10,2,58.75,8.35,11
1750000,2018-09-08,01:42:32,54.946644,82.96875,9654,1,9,10,1,48.02,14.0,1
1300000,2018-09-08,01:42:37,55.0867118,82.6370542,9654,3,4,4,1,34.0,11.0,1
1141000,2018-09-08,01:42:37,55.0303931,83.0155452,9654,1,1,10,1,41.36,11.0,11
1070000,2018-09-08,01:42:38,54.94656,82.970744,9654,1,6,10,1,39.02,7.1,11
1200000,2018-09-08,01:42:40,54.94656,82.970744,9654,1,5,10,1,39.02,4.39,11
1700000,2018-09-08,01:42:43,54.9460168,82.9728021,9654,1,3,18,2,56.14,7.0,11
2250000,2018-09-08,01:42:47,55.020946,83.008599,9654,1,5,10,1,42.41,10.5,1
1468000,2018-09-08,01:42:49,54.94361,82.962845,9654,1,8,10,1,48.94,13.78,11
1014000,2018-09-08,01:42:51,55.013916,83.00329,9654,1,3,10,1,39.02,4.0,11
1430000,2018-09-08,01:42:52,54.94361,82.962845,9654,1,4,10,1,48.0,14.0,11
1550000,2018-09-08,01:42:53,54.9460168,82.9728021,9654,1,6,18,2,56.14,1.0,11
1200000,2018-09-08,01:42:55,54.9411466,82.9622915,9654,1,11,18,1,41.39,10.88,11
3050000,2018-09-08,01:42:56,55.073536,82.95262,9654,3,4,5,2,53.0,7.0,1
1700000,2018-09-08,01:42:57,54.94654,82.971405,9654,4,7,10,3,59.0,10.0,11
3650000,2018-09-08,01:43:01,54.983784,82.8181384,9654,3,7,10,2,64.2,9.0,1
1176000,2018-09-08,01:43:02,54.9457305,82.9618646,9654,1,16,18,1,41.39,10.88,11
1030000,2018-09-08,01:43:02,54.9439663,82.964339,9654,1,2,10,1,33.58,5.0,11
2550000,2018-09-08,01:43:04,54.9449409,82.971643,9654,1,3,18,3,73.23,25.35,11
2190000,2018-09-08,01:43:04,54.975925,83.096257,9654,1,5,5,2,44.0,7.1,1
1878000,2018-09-08,01:43:06,54.942853,82.96,9654,1,1,10,3,87.39,12.92,11
1330000,2018-09-08,01:43:07,54.947346,82.97016,9654,1,7,10,1,48.0,18.0,11
2880000,2018-09-08,01:43:08,55.0550516,82.9787913,9654,3,1,5,2,42.0,6.0,1
2300000,2018-09-08,01:43:08,55.073215,82.98236,9654,3,2,4,1,36.0,9.0,1
1070000,2018-09-08,01:43:09,54.946948,82.970115,9654,1,1,10,1,39.02,5.0,11
2800000,2018-09-08,01:43:10,55.0169091,83.0067324,9654,1,12,18,3,74.0,7.0,1
2750000,2018-09-08,01:43:11,55.042053,82.940926,9654,1,1,5,2,44.6,6.0,1
1300000,2018-09-08,01:43:11,55.014108,83.0016615,9654,1,3,10,1,33.58,5.35,1
2550000,2018-09-08,01:43:14,55.053036,82.897639,9654,0,13,19,1,41.0,11.0,1
1850000,2018-09-08,01:43:15,54.947346,82.97016,9654,1,8,10,2,58.0,8.0,11
1141000,2018-09-08,01:43:18,55.0139939,83.0033194,9654,1,10,10,1,41.36,11.0,11
1162000,2018-09-08,01:43:19,55.0303931,83.0155452,9654,1,6,10,1,41.36,10.5,11
1350000,2018-09-08,01:43:22,55.012889,83.000083,9654,1,5,10,1,13.78,48.02,11
1007400,2018-09-08,01:43:23,54.9471407,82.9585961,9654,1,1,10,1,33.0,1.0,11
1170600,2018-09-08,01:43:23,54.945236,82.961357,9654,1,6,10,1,39.02,4.39,11
1826000,2018-09-08,01:43:24,54.94594,82.97192,9654,1,1,10,3,85.83,8.3,1
940000,2018-09-08,01:43:28,55.0303931,83.0155452,9654,1,5,10,1,33.58,5.0,11
4570000,2018-09-08,01:43:29,55.026012,82.92212,9654,3,5,7,2,50.2,27.3,1
1178000,2018-09-08,01:43:30,55.013916,83.00329,9654,1,2,10,1,41.36,11.0,11
870000,2018-09-08,01:43:31,55.0303931,83.0155452,9654,1,5,10,1,33.0,1.0,11
1670000,2018-09-08,01:43:32,54.945423,82.970861,9654,1,9,10,1,43.0,9.0,1
995000,2018-09-08,01:43:34,55.013916,83.00329,9654,1,6,10,1,39.02,4.0,11
1700000,2018-09-08,01:43:37,54.945536,82.966612,9654,1,10,10,2,58.75,8.5,11
9750000,2018-09-08,01:43:39,55.038372,82.921804,9654,3,2,11,3,103.6,16.7,1
3850000,2018-09-08,01:43:40,55.076145,82.97418,9654,3,1,10,2,69.0,11.0,1
1670000,2018-09-08,01:43:40,55.0168082,83.0089087,9654,1,1,10,1,41.0,11.0,1
1238000,2018-09-08,01:43:41,54.944993,82.962031,9654,1,1,10,1,39.02,4.39,11
1178000,2018-09-08,01:43:42,55.0139939,83.0033194,9654,1,5,10,1,41.36,12.0,11
1178760,2018-09-08,01:43:42,55.0303931,83.0155452,9654,1,5,10,1,41.36,11.0,11
924000,2018-09-08,01:43:43,54.944957,82.96274,9654,1,6,10,1,32.5,5.0,11
1424153,2018-09-08,01:43:43,54.9471407,82.9585961,9654,1,6,10,3,59.02,8.5,11
891870,2018-09-08,01:43:43,55.0303931,83.0155452,9654,1,10,10,1,33.58,5.0,11
889000,2018-09-08,01:43:44,55.0303931,83.0155452,9654,1,10,10,1,33.58,2.0,11
1451000,2018-09-08,01:43:44,55.013916,83.00329,9654,1,2,10,3,59.02,8.5,11
1150000,2018-09-08,01:43:45,55.034454,82.99428,9654,3,5,14,1,30.53,1.0,11
1695000,2018-09-08,01:43:47,54.947786,82.970996,9654,1,5,10,2,63.13,12.05,11
1300000,2018-09-08,01:43:47,54.946644,82.96875,9654,1,4,10,1,32.47,5.0,1
1900000,2018-09-08,01:43:49,55.0348973,83.0254319,9654,1,6,10,1,32.47,5.0,1
1850000,2018-09-08,01:43:49,54.920204,82.983635,9654,3,3,5,2,43.0,8.0,1
2800000,2018-09-08,01:43:51,54.938208,82.961537,9654,2,10,17,2,53.0,8.0,11
1150000,2018-09-08,01:43:52,54.94654,82.971405,9654,1,7,10,1,39.35,4.39,11
1905000,2018-09-08,01:43:52,55.013916,83.00329,9654,1,1,10,3,87.39,14.0,11
1700000,2018-09-08,01:43:53,54.945857,82.967924,9654,1,6,10,1,42.0,10.5,1
1870000,2018-09-08,01:43:53,54.9414228,82.9629118,9654,1,1,10,3,87.39,13.0,11
1905000,2018-09-08,01:43:54,55.013916,83.00329,9654,1,10,10,3,87.39,14.0,11
1400000,2018-09-08,01:43:54,55.0128402,83.0018862,9654,1,4,10,1,48.02,13.0,11
1418000,2018-09-08,01:43:56,54.9471407,82.9585961,9654,1,1,10,1,48.94,13.78,11
1374000,2018-09-08,01:43:58,54.947786,82.970996,9654,1,1,10,1,48.02,14.0,11
1560000,2018-09-08,01:43:59,55.029434,83.02724,9654,1,1,10,1,43.0,11.0,1
1800000,2018-09-08,01:44:00,55.013916,83.00329,9654,1,1,10,2,63.13,12.0,1
1750000,2018-09-08,01:44:00,55.013916,83.00329,9654,1,1,10,2,58.75,8.0,1
1287122,2018-09-08,01:44:01,55.0303931,83.0155452,9654,1,10,10,1,48.94,13.78,11
1900000,2018-09-08,01:44:02,55.017756,83.003578,9654,1,4,10,1,48.9,13.7,11
2310000,2018-09-08,01:44:03,55.0168082,83.0089087,9654,1,1,10,3,59.02,8.5,1
1400000,2018-09-08,01:44:06,55.017756,83.003578,9654,1,1,10,1,41.36,11.0,11
1850000,2018-09-08,01:44:11,55.0128402,83.0018862,9654,1,3,10,2,63.13,12.0,11
1450000,2018-09-08,01:44:13,55.017756,83.003578,9654,1,10,10,1,41.36,11.0,11
1150000,2018-09-08,01:44:15,55.014108,83.0016615,9654,1,1,10,1,32.47,5.0,11
1800000,2018-09-08,01:44:16,55.017756,83.003578,9654,1,7,10,1,48.95,14.0,11
1532400,2018-09-08,01:44:18,55.0303931,83.0155452,9654,1,5,10,2,63.85,5.0,11
1850000,2018-09-08,01:44:19,55.0314199,83.0218286,9654,1,1,10,1,51.0,8.0,1
1300000,2018-09-08,01:44:21,55.0303931,83.0155452,9654,1,8,10,1,48.94,14.0,1
1519000,2018-09-08,01:44:23,55.0303931,83.0155452,9654,1,2,10,2,63.85,12.0,11
1298000,2018-09-08,01:44:24,55.0303931,83.0155452,9654,1,1,10,2,58.75,8.0,11
1250000,2018-09-08,01:44:24,55.017756,83.003578,9654,1,1,10,1,39.35,2.7,11
1700000,2018-09-08,01:44:28,54.94702,82.972235,9654,1,8,10,3,59.02,10.0,11
1500000,2018-09-08,01:44:29,54.9471407,82.9585961,9654,1,7,10,2,58.03,9.0,11
1050000,2018-09-08,01:44:30,55.0128684,82.9999987,9654,1,5,10,1,32.47,5.0,11
3640000,2018-09-08,01:44:33,54.9395086,82.8836234,9654,1,9,10,3,79.23,12.64,1
1300000,2018-09-08,01:44:34,54.947755,82.971634,9654,1,4,10,1,32.45,5.0,1
1650000,2018-09-08,01:44:37,54.947372,82.972307,9654,1,3,10,2,63.13,12.05,11
1301804,2018-09-08,01:44:38,55.0303931,83.0155452,9654,1,2,10,1,48.94,13.78,11
2170000,2018-09-08,01:44:38,45.057848,39.030586,2843,2,3,17,1,41.0,12.0,1
6302250,2018-09-08,01:44:39,45.0614045,38.9456725,2843,2,17,23,3,84.0,6.6,1
2650000,2018-09-08,01:44:40,55.0169091,83.0067324,9654,1,12,18,3,73.0,7.0,1
3200000,2018-09-08,01:44:41,55.023681,82.953488,9654,3,10,17,1,40.0,12.0,1
1750000,2018-09-08,01:44:42,54.947372,82.972307,9654,1,2,10,2,58.0,12.05,11
2036187,2018-09-08,01:44:45,55.0139939,83.0033194,9654,1,5,10,3,87.39,13.0,11
1450000,2018-09-08,01:44:47,54.945236,82.961357,9654,1,9,10,3,59.02,8.51,11
1878890,2018-09-08,01:44:49,54.9412979,82.9616935,9654,1,1,10,3,87.39,12.92,11
8500000,2018-09-08,01:44:49,45.0378938,38.9446682,2843,2,9,24,2,87.6,19.4,1
1500000,2018-09-08,01:44:51,54.9449409,82.971643,9654,1,15,18,2,56.14,7.0,11
1250000,2018-09-08,01:44:53,55.017756,83.003578,9654,1,2,10,1,33.58,5.0,11
1311000,2018-09-08,01:44:55,55.0303931,83.0155452,9654,1,6,10,1,48.0,14.0,11
2850000,2018-09-08,01:44:57,55.03207,82.901215,9654,3,4,9,1,33.0,7.0,1
2279160,2018-09-08,01:44:57,45.1028976,38.978231,2843,2,10,20,1,43.8,12.0,1
1700000,2018-09-08,01:44:58,54.945536,82.966612,9654,1,10,10,2,58.0,8.0,11
1481000,2018-09-08,01:44:59,55.0303931,83.0155452,9654,1,4,10,3,59.02,8.5,11
1330000,2018-09-08,01:45:01,54.944528,82.973987,9654,1,3,10,1,41.36,10.35,11
970000,2018-09-08,01:45:04,54.94361,82.962845,9654,1,8,10,1,33.58,4.0,11
3150000,2018-09-08,01:45:08,55.02507,82.945295,9654,3,1,11,1,39.9,11.0,1
2063000,2018-09-08,01:45:15,54.973217,82.85691,9654,1,2,10,1,40.3,11.0,1
1380000,2018-09-08,01:45:17,54.945536,82.966612,9654,1,4,10,1,32.5,1.0,11
1570000,2018-09-08,01:45:21,54.9474859,82.9568902,9654,1,7,18,2,56.14,8.0,11
1380000,2018-09-08,01:45:29,54.947346,82.97016,9654,1,10,10,1,48.94,14.0,11
950000,2018-09-08,01:45:32,55.0135228,83.0027967,9654,1,8,10,1,32.47,5.0,1
1398000,2018-09-08,01:45:32,55.0303931,83.0155452,9654,1,9,10,2,59.0,9.0,11
1600000,2018-09-08,01:45:36,55.03566,82.9585146,9654,3,6,19,1,24.0,5.0,1
1190000,2018-09-08,01:45:42,54.9471407,82.9585961,9654,1,1,10,1,41.36,11.0,1
1950000,2018-09-08,01:45:43,55.0053085,83.021332,9654,3,8,9,1,38.77,9.81,11
2650000,2018-09-08,01:45:44,54.851175,82.9743809,9654,3,2,2,2,58.8,10.0,1
924000,2018-09-08,01:45:47,54.944735,82.959884,9654,1,1,10,1,32.47,5.0,11
1400000,2018-09-08,01:45:49,54.9457305,82.9618646,9654,1,14,18,2,56.14,7.0,11
1600000,2018-09-08,01:45:51,55.013916,83.00329,9654,1,1,10,2,58.75,8.5,11
1004000,2018-09-08,01:45:53,55.0195923,83.0111495,9654,1,9,10,1,39.35,5.0,11
2800000,2018-09-08,01:45:54,45.1013923,38.9783312,2843,2,9,9,2,53.0,8.0,1
924100,2018-09-08,01:46:00,54.944735,82.959884,9654,1,1,10,1,32.47,5.0,11
1190800,2018-09-08,01:46:05,54.9471407,82.9585961,9654,1,1,10,1,41.36,10.88,1
1650000,2018-09-08,01:46:10,55.013916,83.00329,9654,1,1,10,2,63.13,11.0,11
1250000,2018-09-08,01:46:22,54.94594,82.97192,9654,1,4,10,1,39.0,5.0,1
1200000,2018-09-08,01:46:25,55.0139939,83.0033194,9654,1,1,10,1,39.02,2.71,11
2300000,2018-09-08,01:46:29,55.051895,82.92226,9654,1,1,9,1,32.0,6.0,1
2150000,2018-09-08,01:46:29,45.075247,38.899513,2843,2,5,8,1,32.4,11.5,1
6700000,2018-09-08,01:46:30,45.0531851,39.0158208,2843,2,3,24,3,108.0,32.0,1
2049000,2018-09-08,01:46:31,54.9471407,82.9585961,9654,1,2,10,3,95.0,13.0,11
1950000,2018-09-08,01:46:32,54.9474859,82.9568902,9654,1,9,18,3,74.0,7.0,11
4800000,2018-09-08,01:46:35,55.0271747,82.9725397,9654,1,7,10,3,90.9,9.0,1
14900000,2018-09-08,01:46:39,54.9996442,82.9500686,9654,0,2,16,5,323.0,13.0,1
2250000,2018-09-08,01:46:43,54.990128,82.90738,9654,3,4,5,1,31.5,6.0,1
4050000,2018-09-08,01:46:47,55.002518,83.011314,9654,3,1,10,3,70.3,11.3,1
1700000,2018-09-08,01:46:49,54.945536,82.966612,9654,1,10,10,2,58.0,8.0,11
2400000,2018-09-08,01:46:50,54.9910451,82.8400194,9654,1,6,9,2,45.6,7.0,1
1700000,2018-09-08,01:46:53,54.9462196,82.9737747,9654,1,10,18,2,56.14,7.0,11
1560000,2018-09-08,01:46:54,55.03166,83.02391,9654,1,1,10,1,42.7,11.0,1
1400000,2018-09-08,01:46:56,55.0176723,83.003522,9654,1,1,10,1,41.36,11.0,1
2200000,2018-09-08,01:46:57,54.944957,82.96274,9654,1,2,10,3,87.39,12.92,11
1750000,2018-09-08,01:46:59,55.0128684,82.9999987,9654,1,9,10,1,58.03,17.0,1
3400000,2018-09-08,01:47:00,55.0208047,82.9642064,9654,1,8,10,3,67.0,10.0,1
2190000,2018-09-08,01:47:02,56.23696,43.85876,2871,3,1,5,2,45.0,6.0,1
1240000,2018-09-08,01:47:03,54.9471407,82.9585961,9654,1,7,10,1,41.36,10.88,11
2550000,2018-09-08,01:47:05,55.012935,83.0045233,9654,1,7,10,3,87.39,12.9,1
899000,2018-09-08,01:47:07,55.659637,84.36766,9654,3,1,2,1,35.1,7.0,1
1316000,2018-09-08,01:47:11,55.0303931,83.0155452,9654,1,9,10,1,58.75,5.0,11
5500000,2018-09-08,01:47:13,55.054619,82.904278,9654,3,23,25,2,83.67,12.0,11
1241700,2018-09-08,01:47:15,54.9457305,82.9618646,9654,1,16,18,1,41.39,10.88,11
1030000,2018-09-08,01:47:17,54.94772,82.975426,9654,1,2,10,1,39.02,2.75,11
2500000,2018-09-08,01:47:19,54.9932089,82.9691129,9654,0,1,17,1,30.0,3.0,1
2050000,2018-09-08,01:47:21,54.9403741,82.9587321,9654,1,14,18,1,38.58,7.16,11
2450000,2018-09-08,01:47:23,54.946627,82.969523,9654,1,6,10,3,87.39,12.92,1
4100000,2018-09-08,01:47:24,55.0447918,82.9039624,9654,1,8,9,2,46.0,7.0,1
2300000,2018-09-08,01:47:25,56.322669,43.934822,2871,3,9,9,2,45.0,7.0,1
4200000,2018-09-08,01:47:28,55.0745585,82.9510597,9654,3,5,5,3,90.0,13.9,1
7200000,2018-09-08,01:47:29,45.0654149,38.9541453,2843,2,6,16,3,92.5,13.9,1
2650000,2018-09-08,01:47:30,56.29425,43.933933,2871,3,3,5,2,43.0,6.3,1
1700000,2018-09-08,01:47:32,55.0128402,83.0018862,9654,1,10,10,2,63.0,5.0,11
1250000,2018-09-08,01:47:34,55.017212,83.00393,9654,1,9,10,1,33.0,1.0,11
3250000,2018-09-08,01:47:35,56.288564,43.8435614,2871,3,6,9,3,57.0,7.0,1
1240800,2018-09-08,01:47:44,54.94702,82.972235,9654,1,10,10,1,41.36,10.88,11
1050000,2018-09-08,01:47:44,54.947755,82.971634,9654,1,5,10,1,32.47,5.0,1
1134091,2018-09-08,01:47:47,55.0303931,83.0155452,9654,1,7,10,1,41.36,10.88,11
8200000,2018-09-08,01:47:49,54.9807026,82.9036905,9654,3,7,9,3,123.0,18.0,1
1700000,2018-09-08,01:47:52,55.012889,83.000083,9654,1,8,10,1,58.0,16.0,11
1900000,2018-09-08,01:47:54,55.017756,83.003578,9654,1,1,10,3,59.0,8.0,11
1950000,2018-09-08,01:47:56,54.9312505,82.9174675,9654,1,1,5,2,43.9,5.8,1
5499000,2018-09-08,01:47:57,45.040216,38.975996,2843,2,4,24,2,82.0,16.0,1
3550000,2018-09-08,01:47:58,55.073967,82.94966,9654,3,5,5,3,74.0,7.4,1
2100000,2018-09-08,01:48:01,55.013916,83.00329,9654,1,1,10,3,87.0,13.0,11
2000000,2018-09-08,01:48:05,55.017756,83.003578,9654,1,1,10,3,59.0,8.0,11
1250000,2018-09-08,01:48:09,54.945236,82.961357,9654,1,10,10,1,43.0,11.0,11
1948000,2018-09-08,01:48:11,55.013916,83.00329,9654,1,2,10,3,87.39,13.0,11
1392000,2018-09-08,01:48:12,55.0303931,83.0155452,9654,1,1,10,3,59.02,8.51,11
1424153,2018-09-08,01:48:14,55.0303931,83.0155452,9654,1,6,10,3,59.02,8.51,11
950000,2018-09-08,01:48:15,54.945609,82.96027,9654,1,1,10,1,33.58,5.0,11
990000,2018-09-08,01:48:16,54.947346,82.97016,9654,1,9,10,1,32.47,5.0,11
4000000,2018-09-08,01:48:17,55.028191,82.9211489,9654,1,8,10,3,73.0,13.0,1
1300000,2018-09-08,01:48:19,54.946917,82.973008,9654,1,1,10,1,41.36,11.0,11
1850000,2018-09-08,01:48:20,55.0144633,83.0020738,9654,1,1,10,2,63.0,5.0,11
1310000,2018-09-08,01:48:22,54.946644,82.96875,9654,1,1,10,1,33.0,5.0,1
1200000,2018-09-08,01:48:30,54.9471407,82.9585961,9654,1,2,10,1,39.35,5.0,11
1090000,2018-09-08,01:48:34,54.946224,82.968031,9654,1,9,10,1,39.35,5.0,1
4500000,2018-09-08,01:48:35,45.0614045,38.9456725,2843,2,21,24,2,60.0,19.7,1
1350000,2018-09-08,01:48:36,54.943893,82.96749,9654,1,14,18,1,42.0,11.0,11
3900000,2018-09-08,01:48:38,54.975311,83.0912349,9654,3,9,10,2,59.0,9.0,1
1922000,2018-09-08,01:48:39,54.942853,82.96,9654,1,8,10,3,87.39,13.0,11
1162000,2018-09-08,01:48:46,55.0303931,83.0155452,9654,1,7,10,1,41.36,11.0,1
1100000,2018-09-08,01:48:52,54.945536,82.966612,9654,1,9,10,1,32.47,5.0,11
1714360,2018-09-08,01:48:53,54.944528,82.973987,9654,1,8,10,3,59.02,8.51,11
1150000,2018-09-08,01:48:55,54.943577,82.95886,9654,1,4,10,1,39.35,7.0,11
1100000,2018-09-08,01:49:06,54.945236,82.961357,9654,1,8,10,1,39.0,4.39,11
2800000,2018-09-08,01:49:16,45.054054,39.017705,2843,2,11,17,1,46.0,12.0,1
1770600,2018-09-08,01:49:16,54.9471407,82.9585961,9654,1,4,10,3,59.0,9.0,1
4700000,2018-09-08,01:49:42,45.033795,39.099694,2843,2,6,6,3,79.0,13.9,1
2500000,2018-09-08,01:50:24,45.053964,39.019744,2843,2,20,24,1,43.7,11.0,1
1301000,2018-09-08,01:50:25,55.0303931,83.0155452,9654,1,7,10,1,48.94,13.0,11
4600000,2018-09-08,01:50:26,45.0683173,38.9574085,2843,2,7,16,2,65.0,14.7,1
1650000,2018-09-08,01:50:27,45.080167,38.891752,2843,2,9,10,1,34.5,10.2,1
1492955,2018-09-08,01:50:27,54.94443,82.95908,9654,1,6,10,2,63.13,12.05,11
2850000,2018-09-08,01:50:30,55.0267694,83.0280307,9654,1,4,10,1,54.0,14.0,1
3300000,2018-09-08,01:50:36,43.05135,44.628618,13919,1,2,9,3,70.0,14.0,1
1550000,2018-09-08,01:50:37,54.94656,82.970744,9654,1,8,10,1,39.02,5.0,11
2150000,2018-09-08,01:50:42,55.1182371,82.9174588,9654,3,6,13,1,38.0,12.0,11
1900000,2018-09-08,01:50:43,55.102112,82.975353,9654,3,12,16,1,30.0,5.0,11
974000,2018-09-08,01:50:45,54.944957,82.96274,9654,1,6,10,1,32.45,5.0,11
